id,1A,1B,2
OR355794,NA-NA,0-296,NA-NA
OR355793,NA-NA,0-296,NA-NA
OR355792,NA-NA,0-296,NA-NA
OR355791,NA-NA,0-296,NA-NA
OR355790,NA-NA,0-296,NA-NA
OR355789,NA-NA,0-296,NA-NA
OR355788,NA-NA,0-296,NA-NA
OR355787,NA-NA,0-296,NA-NA
OR355786,NA-NA,0-296,NA-NA
OR355785,NA-NA,0-296,NA-NA
OR355784,NA-NA,0-296,NA-NA
OR355783,NA-NA,0-296,NA-NA
OR355782,NA-NA,0-296,NA-NA
OR355781,NA-NA,0-296,NA-NA
OR355780,NA-NA,0-296,NA-NA
OR355779,NA-NA,0-296,NA-NA
OR355778,NA-NA,0-296,NA-NA
OR355777,NA-NA,0-290,NA-NA
OR355776,NA-NA,0-290,NA-NA
OR355775,NA-NA,0-290,NA-NA
OR355774,NA-NA,0-290,NA-NA
OR355773,NA-NA,0-290,NA-NA
OR355772,NA-NA,0-290,NA-NA
OR355771,NA-NA,0-290,NA-NA
OR355770,NA-NA,0-290,NA-NA
OR355769,NA-NA,0-290,NA-NA
OR355768,NA-NA,0-290,NA-NA
OR371570,NA-NA,2800-4348,NA-NA
OQ271203,NA-NA,0-333,NA-NA
OQ271202,NA-NA,0-333,NA-NA
OQ271201,NA-NA,0-333,NA-NA
OQ271200,NA-NA,0-333,NA-NA
OQ271199,NA-NA,0-333,NA-NA
OQ271198,NA-NA,0-333,NA-NA
OQ271197,NA-NA,0-333,NA-NA
OQ271196,NA-NA,0-333,NA-NA
OQ271195,NA-NA,0-333,NA-NA
OQ271194,NA-NA,0-333,NA-NA
OQ271193,NA-NA,0-333,NA-NA
OQ271192,NA-NA,0-333,NA-NA
OQ271191,NA-NA,0-333,NA-NA
OQ271190,NA-NA,0-333,NA-NA
OQ271189,NA-NA,0-333,NA-NA
OQ271188,NA-NA,0-333,NA-NA
OQ271187,NA-NA,0-333,NA-NA
OQ271186,NA-NA,0-333,NA-NA
OQ271185,NA-NA,0-333,NA-NA
OQ271184,NA-NA,0-333,NA-NA
OQ271183,NA-NA,0-333,NA-NA
OQ271182,NA-NA,0-333,NA-NA
OQ271181,NA-NA,0-333,NA-NA
OQ271180,NA-NA,0-333,NA-NA
OQ271179,NA-NA,0-333,NA-NA
OQ271178,NA-NA,0-333,NA-NA
OQ271177,NA-NA,0-333,NA-NA
OQ271176,NA-NA,0-333,NA-NA
OQ271175,NA-NA,0-333,NA-NA
OQ271174,NA-NA,0-333,NA-NA
OQ271173,NA-NA,0-333,NA-NA
OQ271172,NA-NA,0-333,NA-NA
OQ271171,NA-NA,0-333,NA-NA
OQ271170,NA-NA,0-333,NA-NA
OQ271169,NA-NA,0-333,NA-NA
OQ271168,NA-NA,0-333,NA-NA
OQ271167,NA-NA,0-333,NA-NA
OQ271166,NA-NA,0-333,NA-NA
OQ271165,NA-NA,0-333,NA-NA
OQ271164,NA-NA,0-333,NA-NA
OQ271163,NA-NA,0-333,NA-NA
OQ271162,NA-NA,0-333,NA-NA
OQ271161,NA-NA,0-333,NA-NA
OQ271160,NA-NA,0-333,NA-NA
OQ271159,NA-NA,0-333,NA-NA
OQ271158,NA-NA,0-333,NA-NA
OQ271157,NA-NA,0-333,NA-NA
OQ271156,NA-NA,0-333,NA-NA
OQ271155,NA-NA,0-333,NA-NA
OQ271154,NA-NA,0-333,NA-NA
OQ271153,NA-NA,0-333,NA-NA
OQ271152,NA-NA,0-333,NA-NA
OQ271151,NA-NA,0-333,NA-NA
OQ271150,NA-NA,0-333,NA-NA
OQ271149,NA-NA,0-333,NA-NA
OQ271148,NA-NA,0-333,NA-NA
OQ271147,NA-NA,0-333,NA-NA
OQ271146,NA-NA,0-333,NA-NA
OQ271145,NA-NA,0-333,NA-NA
OQ271144,NA-NA,0-333,NA-NA
OQ271143,NA-NA,0-333,NA-NA
OQ271142,NA-NA,0-333,NA-NA
OQ271141,NA-NA,0-333,NA-NA
OQ271140,NA-NA,0-333,NA-NA
OQ271139,NA-NA,0-333,NA-NA
OQ271138,NA-NA,0-333,NA-NA
OQ271137,NA-NA,0-333,NA-NA
OQ271136,NA-NA,0-333,NA-NA
OQ271135,NA-NA,0-333,NA-NA
OQ271134,NA-NA,0-333,NA-NA
OQ271133,NA-NA,0-333,NA-NA
OQ271132,NA-NA,0-333,NA-NA
OQ271131,NA-NA,0-333,NA-NA
OQ271130,NA-NA,0-333,NA-NA
OQ271129,NA-NA,0-333,NA-NA
OQ271128,NA-NA,0-333,NA-NA
OQ271127,NA-NA,0-333,NA-NA
OQ271126,NA-NA,0-333,NA-NA
OQ271125,NA-NA,0-333,NA-NA
OQ271124,NA-NA,0-333,NA-NA
OQ271123,NA-NA,0-333,NA-NA
OQ271122,NA-NA,0-333,NA-NA
OQ271121,NA-NA,0-333,NA-NA
OQ271120,NA-NA,0-333,NA-NA
OQ271119,NA-NA,0-333,NA-NA
OQ271118,NA-NA,0-333,NA-NA
OQ271117,NA-NA,0-333,NA-NA
OQ271116,NA-NA,0-333,NA-NA
OQ271115,NA-NA,0-333,NA-NA
OQ271114,NA-NA,0-333,NA-NA
OQ271113,NA-NA,0-333,NA-NA
OQ271112,NA-NA,0-333,NA-NA
OQ271111,NA-NA,0-333,NA-NA
OQ271110,NA-NA,0-333,NA-NA
OQ271109,NA-NA,0-333,NA-NA
OQ271108,NA-NA,0-333,NA-NA
OQ271107,NA-NA,0-333,NA-NA
OQ271106,NA-NA,0-333,NA-NA
OQ271105,NA-NA,0-333,NA-NA
OQ271104,NA-NA,0-333,NA-NA
OQ271103,NA-NA,0-333,NA-NA
OQ271102,NA-NA,0-333,NA-NA
OQ271101,NA-NA,0-333,NA-NA
OQ271100,NA-NA,0-333,NA-NA
OQ271099,NA-NA,0-333,NA-NA
OQ271098,NA-NA,0-333,NA-NA
OQ271097,NA-NA,0-333,NA-NA
OQ271096,NA-NA,0-333,NA-NA
OQ271095,NA-NA,0-333,NA-NA
OQ271094,NA-NA,0-333,NA-NA
OQ271093,NA-NA,0-333,NA-NA
OQ271092,NA-NA,0-333,NA-NA
OQ271091,NA-NA,0-333,NA-NA
OQ271090,NA-NA,0-333,NA-NA
OQ271089,NA-NA,0-333,NA-NA
OQ271088,NA-NA,0-333,NA-NA
OQ271087,NA-NA,0-333,NA-NA
OQ271086,NA-NA,0-333,NA-NA
OQ271085,NA-NA,0-333,NA-NA
OQ271084,NA-NA,0-333,NA-NA
OQ271083,NA-NA,0-333,NA-NA
OQ271082,NA-NA,0-333,NA-NA
OQ271081,NA-NA,0-333,NA-NA
OQ271080,NA-NA,0-333,NA-NA
OQ271079,NA-NA,0-333,NA-NA
OQ271078,NA-NA,0-333,NA-NA
OQ271077,NA-NA,0-333,NA-NA
OQ271076,NA-NA,0-333,NA-NA
OQ271075,NA-NA,0-333,NA-NA
OQ271074,NA-NA,0-333,NA-NA
OQ271073,NA-NA,0-333,NA-NA
OQ271072,NA-NA,0-333,NA-NA
OQ271071,NA-NA,0-333,NA-NA
OQ271070,NA-NA,0-333,NA-NA
OQ271069,NA-NA,0-333,NA-NA
OQ271068,NA-NA,0-333,NA-NA
OQ271067,NA-NA,0-333,NA-NA
OQ271066,NA-NA,0-333,NA-NA
OQ271065,NA-NA,0-333,NA-NA
OQ271064,NA-NA,0-333,NA-NA
OQ271063,NA-NA,0-333,NA-NA
OQ271062,NA-NA,0-333,NA-NA
OQ271061,NA-NA,0-333,NA-NA
OQ271060,NA-NA,0-333,NA-NA
OQ271059,NA-NA,0-333,NA-NA
OQ271058,NA-NA,0-333,NA-NA
OQ271057,NA-NA,0-333,NA-NA
OQ271056,NA-NA,0-333,NA-NA
OQ271055,NA-NA,0-333,NA-NA
OQ271054,NA-NA,0-333,NA-NA
OQ271053,NA-NA,0-333,NA-NA
OQ271052,NA-NA,0-333,NA-NA
OQ271051,NA-NA,0-333,NA-NA
OQ271050,NA-NA,0-333,NA-NA
OQ271049,NA-NA,0-333,NA-NA
OQ603360,NA-NA,NA-NA,NA-NA
OR351273,NA-NA,21-3444,NA-NA
OR351272,NA-NA,NA-NA,NA-NA
OR359230,NA-NA,NA-NA,NA-NA
OR359229,NA-NA,NA-NA,NA-NA
OR359228,NA-NA,NA-NA,NA-NA
OR359227,NA-NA,NA-NA,NA-NA
OR359226,NA-NA,NA-NA,NA-NA
OR359225,NA-NA,NA-NA,NA-NA
OR359224,NA-NA,NA-NA,NA-NA
OR359223,NA-NA,NA-NA,NA-NA
OR359222,NA-NA,NA-NA,NA-NA
OR359221,NA-NA,NA-NA,NA-NA
OR359220,NA-NA,NA-NA,NA-NA
OR359219,NA-NA,NA-NA,NA-NA
OR359218,NA-NA,NA-NA,NA-NA
OR359217,NA-NA,NA-NA,NA-NA
OR359216,NA-NA,NA-NA,NA-NA
OR359215,NA-NA,NA-NA,NA-NA
OR359214,NA-NA,NA-NA,NA-NA
OR359213,NA-NA,NA-NA,NA-NA
OR359212,NA-NA,NA-NA,NA-NA
OR359211,NA-NA,NA-NA,NA-NA
OR359210,NA-NA,NA-NA,NA-NA
OR359209,NA-NA,NA-NA,NA-NA
OR359208,NA-NA,NA-NA,NA-NA
OR359207,NA-NA,NA-NA,NA-NA
OR359206,NA-NA,NA-NA,NA-NA
OR359205,NA-NA,NA-NA,NA-NA
OR359204,NA-NA,NA-NA,NA-NA
OR359203,NA-NA,NA-NA,NA-NA
OR359202,NA-NA,NA-NA,NA-NA
OR351067,NA-NA,NA-NA,NA-NA
OR234628,NA-NA,NA-NA,NA-NA
OR234627,NA-NA,NA-NA,NA-NA
OR234626,NA-NA,NA-NA,NA-NA
OR234625,NA-NA,NA-NA,NA-NA
OR234624,NA-NA,NA-NA,NA-NA
OR234620,NA-NA,NA-NA,NA-NA
OR234619,NA-NA,NA-NA,NA-NA
OR234618,NA-NA,NA-NA,NA-NA
OR234617,NA-NA,NA-NA,NA-NA
OR234616,NA-NA,NA-NA,NA-NA
OR234615,NA-NA,NA-NA,NA-NA
OR234623,NA-NA,0-1542,NA-NA
OR234622,NA-NA,0-1542,NA-NA
OR234621,NA-NA,0-1542,NA-NA
OR234614,NA-NA,0-1542,NA-NA
OR234612,NA-NA,0-1539,NA-NA
OR234611,NA-NA,0-1542,NA-NA
OR234610,NA-NA,0-1551,NA-NA
OR234609,NA-NA,0-1551,NA-NA
OR234608,NA-NA,0-1551,NA-NA
OR234613,NA-NA,NA-NA,NA-NA
OR234607,NA-NA,NA-NA,NA-NA
OR261089,NA-NA,37-2491,NA-NA
OR261088,NA-NA,0-492,NA-NA
OR261087,NA-NA,1-487,NA-NA
OR261086,NA-NA,0-493,NA-NA
OR261085,NA-NA,0-505,NA-NA
OR261084,NA-NA,0-506,NA-NA
OR261083,NA-NA,0-498,NA-NA
OR261082,NA-NA,0-515,NA-NA
OR261081,NA-NA,2-489,NA-NA
OR261080,NA-NA,2-486,NA-NA
OR261079,NA-NA,2-392,NA-NA
OQ852918,NA-NA,0-285,NA-NA
OQ852917,NA-NA,0-348,NA-NA
OQ852916,NA-NA,0-301,NA-NA
OQ852915,NA-NA,0-346,NA-NA
OQ852914,NA-NA,0-325,NA-NA
OQ852913,NA-NA,0-345,NA-NA
OQ852912,NA-NA,0-344,NA-NA
OQ852911,NA-NA,0-348,NA-NA
OQ852910,NA-NA,0-338,NA-NA
OQ852909,NA-NA,2-344,NA-NA
OQ852908,NA-NA,0-352,NA-NA
OQ852907,NA-NA,0-354,NA-NA
OQ852906,NA-NA,0-331,NA-NA
OQ852905,NA-NA,0-320,NA-NA
OR260032,NA-NA,NA-NA,NA-NA
OR260031,NA-NA,NA-NA,NA-NA
OR260030,NA-NA,NA-NA,NA-NA
OR260029,NA-NA,NA-NA,NA-NA
OR260028,NA-NA,NA-NA,NA-NA
OR260027,NA-NA,NA-NA,NA-NA
OR260026,NA-NA,NA-NA,NA-NA
OR260025,NA-NA,NA-NA,NA-NA
OR260024,NA-NA,NA-NA,NA-NA
OR260023,NA-NA,NA-NA,NA-NA
OR222911,NA-NA,2305-3841,NA-NA
OR222910,NA-NA,2824-4372,NA-NA
OR211592,NA-NA,22-3304,NA-NA
OR134383,NA-NA,NA-NA,NA-NA
OR134382,NA-NA,NA-NA,NA-NA
OR134381,NA-NA,NA-NA,NA-NA
OR134380,NA-NA,NA-NA,NA-NA
OR134379,NA-NA,NA-NA,NA-NA
OR134378,NA-NA,NA-NA,NA-NA
OR134377,NA-NA,NA-NA,NA-NA
OR134376,NA-NA,NA-NA,NA-NA
OR134375,NA-NA,NA-NA,NA-NA
OR134374,NA-NA,NA-NA,NA-NA
OR134373,NA-NA,NA-NA,NA-NA
OR134372,NA-NA,NA-NA,NA-NA
OR134371,NA-NA,NA-NA,NA-NA
OR134370,NA-NA,NA-NA,NA-NA
OR134369,NA-NA,NA-NA,NA-NA
OR134368,NA-NA,NA-NA,NA-NA
OR134367,NA-NA,NA-NA,NA-NA
OR134366,NA-NA,NA-NA,NA-NA
OR134365,NA-NA,NA-NA,NA-NA
OR134364,NA-NA,NA-NA,NA-NA
OR134363,NA-NA,NA-NA,NA-NA
OR134362,NA-NA,NA-NA,NA-NA
OR134361,NA-NA,NA-NA,NA-NA
OR134360,NA-NA,NA-NA,NA-NA
OR134359,NA-NA,NA-NA,NA-NA
OR134358,NA-NA,NA-NA,NA-NA
OR134357,NA-NA,NA-NA,NA-NA
OR134356,NA-NA,NA-NA,NA-NA
OR134355,NA-NA,NA-NA,NA-NA
OR134354,NA-NA,NA-NA,NA-NA
OR134353,NA-NA,NA-NA,NA-NA
OR134352,NA-NA,NA-NA,NA-NA
OR134351,NA-NA,NA-NA,NA-NA
OR134350,NA-NA,NA-NA,NA-NA
OR134349,NA-NA,NA-NA,NA-NA
OR134348,NA-NA,NA-NA,NA-NA
OR134347,NA-NA,NA-NA,NA-NA
OR134346,NA-NA,NA-NA,NA-NA
OR134345,NA-NA,NA-NA,NA-NA
OR134344,NA-NA,NA-NA,NA-NA
OR134343,NA-NA,NA-NA,NA-NA
OR134342,NA-NA,NA-NA,NA-NA
OR134341,NA-NA,NA-NA,NA-NA
MW826483,NA-NA,2932-4294,NA-NA
MW826482,NA-NA,2988-4377,NA-NA
OQ995318,NA-NA,0-226,NA-NA
OQ995317,NA-NA,0-226,NA-NA
OQ995316,NA-NA,0-226,NA-NA
OQ870553,NA-NA,13-4572,NA-NA
OQ805853,3354-4794,NA-NA,NA-NA
OQ805852,3357-4797,NA-NA,NA-NA
OQ787033,NA-NA,80-3185,NA-NA
OQ873517,NA-NA,0-416,NA-NA
OR148666,NA-NA,NA-NA,NA-NA
OR148665,NA-NA,NA-NA,NA-NA
OR148664,NA-NA,NA-NA,NA-NA
OR148663,NA-NA,NA-NA,NA-NA
OR148662,NA-NA,NA-NA,NA-NA
OR148661,NA-NA,NA-NA,NA-NA
OR148660,NA-NA,NA-NA,NA-NA
MK987103,2-2414,2415-3988,NA-NA
MK987102,2-2330,2331-3847,NA-NA
MK987101,1-2194,2196-3713,NA-NA
MK987100,0-2439,2438-4013,NA-NA
MK987099,2-2492,2493-4003,NA-NA
MK211323,91-2581,2580-4146,NA-NA
OP141167,2-284,NA-NA,NA-NA
OP141160,NA-NA,NA-NA,NA-NA
ON400505,NA-NA,3295-4846,NA-NA
OQ943923,NA-NA,NA-NA,NA-NA
OQ943922,NA-NA,NA-NA,NA-NA
OQ943921,NA-NA,NA-NA,NA-NA
OQ943920,NA-NA,NA-NA,NA-NA
OQ943919,NA-NA,NA-NA,NA-NA
OQ943918,NA-NA,NA-NA,NA-NA
OQ943917,NA-NA,NA-NA,NA-NA
OQ943916,NA-NA,NA-NA,NA-NA
OQ943915,NA-NA,NA-NA,NA-NA
OQ943914,NA-NA,NA-NA,NA-NA
OQ943913,NA-NA,NA-NA,NA-NA
OQ943912,NA-NA,NA-NA,NA-NA
OQ943911,NA-NA,NA-NA,NA-NA
OQ943910,NA-NA,NA-NA,NA-NA
OQ943909,NA-NA,NA-NA,NA-NA
OQ943908,NA-NA,NA-NA,NA-NA
OQ943907,NA-NA,NA-NA,NA-NA
OQ943906,NA-NA,NA-NA,NA-NA
OQ943905,NA-NA,NA-NA,NA-NA
OQ943904,NA-NA,NA-NA,NA-NA
OQ943903,NA-NA,NA-NA,NA-NA
OQ943902,NA-NA,NA-NA,NA-NA
OQ943901,NA-NA,NA-NA,NA-NA
OQ943900,NA-NA,NA-NA,NA-NA
OQ943899,NA-NA,NA-NA,NA-NA
OQ943898,NA-NA,NA-NA,NA-NA
OQ943897,NA-NA,NA-NA,NA-NA
OQ943896,NA-NA,NA-NA,NA-NA
OQ943895,NA-NA,NA-NA,NA-NA
OQ943894,NA-NA,NA-NA,NA-NA
OQ943893,NA-NA,NA-NA,NA-NA
OQ943892,NA-NA,NA-NA,NA-NA
OQ943891,NA-NA,NA-NA,NA-NA
OQ943890,NA-NA,NA-NA,NA-NA
OQ943889,NA-NA,NA-NA,NA-NA
OQ943888,NA-NA,NA-NA,NA-NA
OQ943887,NA-NA,NA-NA,NA-NA
OQ943886,NA-NA,NA-NA,NA-NA
OQ943885,NA-NA,NA-NA,NA-NA
OQ943884,NA-NA,NA-NA,NA-NA
OQ943883,NA-NA,NA-NA,NA-NA
OQ943882,NA-NA,NA-NA,NA-NA
OQ943881,NA-NA,NA-NA,NA-NA
OQ943880,NA-NA,NA-NA,NA-NA
OQ943879,NA-NA,NA-NA,NA-NA
OQ943878,NA-NA,NA-NA,NA-NA
OQ943877,NA-NA,NA-NA,NA-NA
OQ943876,NA-NA,NA-NA,NA-NA
OQ943875,NA-NA,NA-NA,NA-NA
OQ943874,NA-NA,NA-NA,NA-NA
OQ943873,NA-NA,NA-NA,NA-NA
OQ943872,NA-NA,NA-NA,NA-NA
OQ943871,NA-NA,NA-NA,NA-NA
OQ943870,NA-NA,NA-NA,NA-NA
OQ943869,NA-NA,NA-NA,NA-NA
OQ943868,NA-NA,NA-NA,NA-NA
OQ943867,NA-NA,NA-NA,NA-NA
OQ943866,NA-NA,NA-NA,NA-NA
OQ943865,NA-NA,NA-NA,NA-NA
OQ943864,NA-NA,NA-NA,NA-NA
OQ943863,NA-NA,NA-NA,NA-NA
OQ943862,NA-NA,NA-NA,NA-NA
OQ943861,NA-NA,NA-NA,NA-NA
OQ943860,NA-NA,NA-NA,NA-NA
OQ943859,NA-NA,NA-NA,NA-NA
OQ943858,NA-NA,NA-NA,NA-NA
OQ943857,NA-NA,NA-NA,NA-NA
OQ943856,NA-NA,NA-NA,NA-NA
OQ943855,NA-NA,NA-NA,NA-NA
OQ943854,NA-NA,NA-NA,NA-NA
OQ943853,NA-NA,NA-NA,NA-NA
OQ943852,NA-NA,NA-NA,NA-NA
OQ943851,NA-NA,NA-NA,NA-NA
OQ943850,NA-NA,NA-NA,NA-NA
OQ943849,NA-NA,NA-NA,NA-NA
OQ943848,NA-NA,NA-NA,NA-NA
OQ943847,NA-NA,NA-NA,NA-NA
OQ943846,NA-NA,NA-NA,NA-NA
OQ909424,NA-NA,0-3255,NA-NA
ON382522,NA-NA,3283-4834,NA-NA
ON382521,NA-NA,3258-4809,NA-NA
ON382520,NA-NA,3279-4830,NA-NA
ON382519,NA-NA,3288-4839,NA-NA
OQ076692,NA-NA,22-3304,NA-NA
OQ079564,NA-NA,2-375,NA-NA
OQ079562,NA-NA,0-367,NA-NA
OQ079561,NA-NA,1-249,NA-NA
OQ079560,NA-NA,2-367,NA-NA
OQ079559,NA-NA,0-401,NA-NA
OQ079558,NA-NA,1-404,NA-NA
OQ685946,NA-NA,69-3363,NA-NA
OQ685945,NA-NA,21-4583,NA-NA
OP293097,NA-NA,NA-NA,NA-NA
OQ968312,NA-NA,2642-4229,NA-NA
OQ968311,NA-NA,2305-3841,NA-NA
OQ968310,NA-NA,2314-3850,NA-NA
OQ968309,NA-NA,2314-3850,NA-NA
OQ968308,NA-NA,2314-3850,NA-NA
OQ968307,NA-NA,2786-4334,NA-NA
OQ968306,NA-NA,2786-4334,NA-NA
OQ968305,NA-NA,2786-4334,NA-NA
OQ968304,NA-NA,2785-4333,NA-NA
OQ968303,NA-NA,2784-4332,NA-NA
OQ968302,NA-NA,2786-4334,NA-NA
OP967012,NA-NA,2-667,NA-NA
OP967011,NA-NA,2-667,NA-NA
OP967010,NA-NA,2-667,NA-NA
OP967009,NA-NA,2-667,NA-NA
OP967008,NA-NA,2-667,NA-NA
OP967007,NA-NA,2-667,NA-NA
OP967006,NA-NA,2-667,NA-NA
OP967005,NA-NA,2-667,NA-NA
OP967004,NA-NA,2-667,NA-NA
OP967003,NA-NA,2-667,NA-NA
MW927503,34-3742,NA-NA,NA-NA
OP764611,NA-NA,56-3311,NA-NA
OP776630,NA-NA,22-3304,NA-NA
OP776629,NA-NA,18-3273,NA-NA
OM256543,NA-NA,0-330,NA-NA
OM256542,NA-NA,0-330,NA-NA
OM256541,NA-NA,0-330,NA-NA
OM256540,NA-NA,0-330,NA-NA
OP696941,NA-NA,0-343,NA-NA
OP696940,NA-NA,0-327,NA-NA
OP696939,NA-NA,0-336,NA-NA
OP696938,NA-NA,0-314,NA-NA
OP696937,NA-NA,0-348,NA-NA
OP696936,NA-NA,0-359,NA-NA
OP696935,NA-NA,0-356,NA-NA
OP696933,NA-NA,0-359,NA-NA
OP696932,NA-NA,0-223,NA-NA
OP681161,NA-NA,NA-NA,NA-NA
OP681160,NA-NA,NA-NA,NA-NA
OP681159,NA-NA,NA-NA,NA-NA
OP681158,NA-NA,NA-NA,NA-NA
OP681157,NA-NA,NA-NA,NA-NA
OP681156,NA-NA,NA-NA,NA-NA
OP681155,NA-NA,NA-NA,NA-NA
OP681154,NA-NA,NA-NA,NA-NA
OP643778,NA-NA,NA-NA,NA-NA
OP643777,NA-NA,NA-NA,NA-NA
OP643776,NA-NA,NA-NA,NA-NA
OP643775,NA-NA,NA-NA,NA-NA
OP643774,NA-NA,NA-NA,NA-NA
OP643773,NA-NA,NA-NA,NA-NA
OP643772,NA-NA,NA-NA,NA-NA
OP643771,NA-NA,NA-NA,NA-NA
OP643770,NA-NA,NA-NA,NA-NA
OP643769,NA-NA,NA-NA,NA-NA
LC732194,NA-NA,1-319,NA-NA
LC732193,NA-NA,0-327,NA-NA
LC732182,NA-NA,2-692,NA-NA
LC732181,NA-NA,2-674,NA-NA
LC732180,NA-NA,2-686,NA-NA
LC732179,NA-NA,0-672,NA-NA
LC732178,NA-NA,2-686,NA-NA
LC732177,NA-NA,2-692,NA-NA
LC732176,NA-NA,2-686,NA-NA
LC732175,NA-NA,2-686,NA-NA
LC732174,NA-NA,0-684,NA-NA
LC732173,NA-NA,1-691,NA-NA
LC732172,NA-NA,2-692,NA-NA
LC732171,NA-NA,2-692,NA-NA
LC732170,NA-NA,2-602,NA-NA
LC732169,NA-NA,1-691,NA-NA
LC732168,NA-NA,1-691,NA-NA
LC732167,NA-NA,2-692,NA-NA
LC732166,NA-NA,0-684,NA-NA
LC732165,NA-NA,1-688,NA-NA
LC732164,NA-NA,2-686,NA-NA
LC732163,NA-NA,2-692,NA-NA
LC732162,NA-NA,1-691,NA-NA
LC732161,NA-NA,2-686,NA-NA
LC732160,NA-NA,0-693,NA-NA
LC732159,NA-NA,0-690,NA-NA
LC732158,NA-NA,1-694,NA-NA
LC732157,NA-NA,1-694,NA-NA
LC732156,NA-NA,0-684,NA-NA
LC732155,NA-NA,1-694,NA-NA
LC732154,NA-NA,2-680,NA-NA
LC732153,NA-NA,1-694,NA-NA
LC732152,NA-NA,1-694,NA-NA
LC732151,NA-NA,1-694,NA-NA
LC732150,NA-NA,1-694,NA-NA
LC732149,NA-NA,2-686,NA-NA
LC732148,NA-NA,2-686,NA-NA
LC732147,NA-NA,1-697,NA-NA
LC732146,NA-NA,1-252,NA-NA
LC732145,NA-NA,1-697,NA-NA
LC732144,NA-NA,0-696,NA-NA
LC732143,NA-NA,1-694,NA-NA
LC732142,NA-NA,1-697,NA-NA
LC732141,NA-NA,2-683,NA-NA
LC732140,NA-NA,1-694,NA-NA
LC732139,NA-NA,2-686,NA-NA
LC732138,NA-NA,2-686,NA-NA
LC732137,NA-NA,2-686,NA-NA
LC732136,NA-NA,0-684,NA-NA
LC732135,NA-NA,2-683,NA-NA
LC732134,NA-NA,2-686,NA-NA
LC732133,NA-NA,1-688,NA-NA
LC732132,NA-NA,0-684,NA-NA
LC732131,NA-NA,1-694,NA-NA
LC732130,NA-NA,1-694,NA-NA
LC732129,NA-NA,1-694,NA-NA
LC732128,NA-NA,1-694,NA-NA
LC732127,NA-NA,0-690,NA-NA
LC732126,NA-NA,1-694,NA-NA
LC732125,NA-NA,2261-3797,NA-NA
LC732124,NA-NA,2699-4247,NA-NA
LC732123,NA-NA,2702-4250,NA-NA
LC732122,NA-NA,2702-4250,NA-NA
OP221744,NA-NA,NA-NA,NA-NA
OP221743,NA-NA,NA-NA,NA-NA
OP221742,NA-NA,NA-NA,NA-NA
OP221741,NA-NA,NA-NA,NA-NA
OP221740,NA-NA,NA-NA,NA-NA
OP221739,NA-NA,NA-NA,NA-NA
OP221738,NA-NA,NA-NA,NA-NA
OP221737,NA-NA,NA-NA,NA-NA
OP221736,NA-NA,NA-NA,NA-NA
OP221735,NA-NA,NA-NA,NA-NA
OP221734,NA-NA,NA-NA,NA-NA
OP221733,NA-NA,NA-NA,NA-NA
OP221732,NA-NA,NA-NA,NA-NA
OP221731,NA-NA,NA-NA,NA-NA
OP221730,NA-NA,NA-NA,NA-NA
OP221729,NA-NA,NA-NA,NA-NA
OP221728,NA-NA,NA-NA,NA-NA
LC732014,NA-NA,2-695,NA-NA
LC732013,NA-NA,1-310,NA-NA
LC732012,NA-NA,1-697,NA-NA
LC732011,NA-NA,2-710,NA-NA
LC732010,NA-NA,0-672,NA-NA
LC732009,NA-NA,1-709,NA-NA
LC732008,NA-NA,2-710,NA-NA
LC732007,NA-NA,1-709,NA-NA
LC732006,NA-NA,1-697,NA-NA
LC732005,NA-NA,2-710,NA-NA
LC732004,NA-NA,2-710,NA-NA
LC732003,NA-NA,2-704,NA-NA
LC732002,NA-NA,2-701,NA-NA
LC732001,NA-NA,2-704,NA-NA
LC732000,NA-NA,2-704,NA-NA
LC731999,NA-NA,1-697,NA-NA
LC731998,NA-NA,2-704,NA-NA
LC731997,NA-NA,2-704,NA-NA
LC731996,NA-NA,2-704,NA-NA
LC731995,NA-NA,1-709,NA-NA
LC731994,NA-NA,2-701,NA-NA
LC731993,NA-NA,2-695,NA-NA
LC731992,NA-NA,1-697,NA-NA
LC731991,NA-NA,1-697,NA-NA
LC731990,NA-NA,2-704,NA-NA
LC731989,NA-NA,0-693,NA-NA
LC731988,NA-NA,1-697,NA-NA
LC731987,NA-NA,0-312,NA-NA
LC731986,NA-NA,1-700,NA-NA
LC731985,NA-NA,2-704,NA-NA
LC731984,NA-NA,1-697,NA-NA
LC731983,NA-NA,2-695,NA-NA
LC731982,NA-NA,1-697,NA-NA
LC731981,NA-NA,1-697,NA-NA
LC731980,NA-NA,2-704,NA-NA
LC731979,NA-NA,2-704,NA-NA
LC731978,NA-NA,1-709,NA-NA
LC731977,NA-NA,2-695,NA-NA
LC731976,NA-NA,2-695,NA-NA
LC731975,NA-NA,1-697,NA-NA
LC731974,NA-NA,1-697,NA-NA
LC731973,NA-NA,2-701,NA-NA
LC731972,NA-NA,2-704,NA-NA
LC731971,NA-NA,2-704,NA-NA
LC731970,NA-NA,2-710,NA-NA
LC731969,NA-NA,2-710,NA-NA
LC731968,NA-NA,2-704,NA-NA
LC731967,NA-NA,2-701,NA-NA
LC731966,NA-NA,1-709,NA-NA
LC731965,NA-NA,2-701,NA-NA
LC731964,NA-NA,1-709,NA-NA
LC731963,NA-NA,2-710,NA-NA
LC731962,NA-NA,2-680,NA-NA
OP272633,NA-NA,0-2562,NA-NA
